hitid	hittypeid	title	description	keywords	reward	creationtime	assignments	numavailable	numpending	numcomplete	hitstatus	reviewstatus	annotation	assignmentduration	autoapprovaldelay	hitlifetime	viewhit	assignmentid	assignmentstatus	autoapprovaltime	assignmentaccepttime	assignmentsubmittime	assignmentapprovaltime	assignmentrejecttime	deadline	feedback	reject	Answer.windowWidth	Answer.windowHeight	Answer.browser	Answer.totalmarbles	Answer.language	Answer.comments	Answer.age	Answer.gender	Production0	SetSize0	Proportion0	TargetColor0	OtherColor0	Production1	SetSize1	Proportion1	TargetColor1	OtherColor1	Production2	SetSize2	Proportion2	TargetColor2	OtherColor2	Production3	SetSize3	Proportion3	TargetColor3	OtherColor3	Production4	SetSize4	Proportion4	TargetColor4	OtherColor4	Production5	SetSize5	Proportion5	TargetColor5	OtherColor5	Production6	SetSize6	Proportion6	TargetColor6	OtherColor6	Production7	SetSize7	Proportion7	TargetColor7	OtherColor7	Production8	SetSize8	Proportion8	TargetColor8	OtherColor8	Production9	SetSize9	Proportion9	TargetColor9	OtherColor9	Production10	SetSize10	Proportion10	TargetColor10	OtherColor10	Subject
373L46LKP65NJZ85QJNU6FUCNYIKJG	379Y3Z5FS57ZGSR7NV0XNMEFC8HT11	Language study	Give different one-word answers for saying the same thing.	language experiment study communication	$0.30	Thu May 01 08:55:10 PDT 2014	30	0	0	20	Reviewable	NotReviewed	1 condition	2400	259200	Sun May 04 08:55:10 PDT 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUCNYIKJG	3CFVK00FWLKP1U9AH2A80VX6GR46LY	Submitted	Sun May 04 22:16:10 PDT 2014	Thu May 01 22:14:21 PDT 2014	Thu May 01 22:16:10 PDT 2014		NA	NA	NA	NA	1101	600	"Chrome"	5	"English"	""	"43"	"F"	One++Less	1	0.2	black	red	Two++Less	2	0.4	gray	red	All++five	5	1	turquoise	orange	None++Zero	0	0	green	pink	Three++More	3	0.6	purple	brown	Four++More	4	0.8	blue	yellow	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27
373L46LKP65NJZ85QJNU6FUCNYIKJG	379Y3Z5FS57ZGSR7NV0XNMEFC8HT11	Language study	Give different one-word answers for saying the same thing.	language experiment study communication	$0.30	Thu May 01 08:55:10 PDT 2014	30	0	0	20	Reviewable	NotReviewed	1 condition	2400	259200	Sun May 04 08:55:10 PDT 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUCNYIKJG	3ND9UOO81K1NV9OG8KNCYPWJ4TXLWE	Submitted	Sun May 04 22:17:20 PDT 2014	Thu May 01 22:15:21 PDT 2014	Thu May 01 22:17:20 PDT 2014		NA	NA	NA	NA	1387	706	"Chrome"	5	"English"	""	"39"	"female"	some++few++	2	0.4	purple	red	none++zero	0	0	gray	brown	all++everyone	5	1	blue	orange	one++few++	1	0.2	black	pink	most++some	4	0.8	green	yellow	some++most	3	0.6	turquoise	red	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
373L46LKP65NJZ85QJNU6FUCNYIKJG	379Y3Z5FS57ZGSR7NV0XNMEFC8HT11	Language study	Give different one-word answers for saying the same thing.	language experiment study communication	$0.30	Thu May 01 08:55:10 PDT 2014	30	0	0	20	Reviewable	NotReviewed	1 condition	2400	259200	Sun May 04 08:55:10 PDT 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUCNYIKJG	3SUWZRL0MYCBVOZI0GN4N07M7VR6E1	Submitted	Mon May 05 06:03:41 PDT 2014	Fri May 02 05:59:19 PDT 2014	Fri May 02 06:03:41 PDT 2014		NA	NA	NA	NA	1149	600	"Mozilla"	5	"English"	""	"39"	"Female"	Five++All	5	1	green	red	Two++Some	2	0.4	black	yellow	Zero++None	0	0	turquoise	orange	Three++Several++Some	3	0.6	blue	pink	Four++Many++Most	4	0.8	gray	red	One++Few++Less	1	0.2	purple	brown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	34
373L46LKP65NJZ85QJNU6FUCNYIKJG	379Y3Z5FS57ZGSR7NV0XNMEFC8HT11	Language study	Give different one-word answers for saying the same thing.	language experiment study communication	$0.30	Thu May 01 08:55:10 PDT 2014	30	0	0	20	Reviewable	NotReviewed	1 condition	2400	259200	Sun May 04 08:55:10 PDT 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUCNYIKJG	3V5Q80FXIXQK3P0KOUU5EWMD01123R	Submitted	Mon May 05 06:34:28 PDT 2014	Fri May 02 06:27:52 PDT 2014	Fri May 02 06:34:28 PDT 2014		NA	NA	NA	NA	1836	600	"Firefox"	5	"English"	"The+%22purple%22+marbles+showed+up+as+brown.++So+I+hope+that+the+southern+expression+of+%22nary%22+was+acceptable!++%3A)"	"41"	"Male"	Two++Some	2	0.4	gray	red	One++Few	1	0.2	turquoise	orange	All++Each	5	1	black	yellow	Most++Three	3	0.6	green	red	None++Nary	0	0	purple	brown	Four++Most	4	0.8	blue	pink	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6
373L46LKP65NJZ85QJNU6FUCNYIKJG	379Y3Z5FS57ZGSR7NV0XNMEFC8HT11	Language study	Give different one-word answers for saying the same thing.	language experiment study communication	$0.30	Thu May 01 08:55:10 PDT 2014	30	0	0	20	Reviewable	NotReviewed	1 condition	2400	259200	Sun May 04 08:55:10 PDT 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUCNYIKJG	354GIDR5ZB5HQNY9QK88TAVR0R200F	Submitted	Mon May 05 07:20:38 PDT 2014	Fri May 02 07:17:44 PDT 2014	Fri May 02 07:20:38 PDT 2014		NA	NA	NA	NA	1215	600	"Chrome"	5	"English"	""	"35"	"male"	all++most	5	1	purple	pink	most++four	4	0.8	turquoise	red	most++three	3	0.6	blue	orange	few++one	1	0.2	black	yellow	none++zero	0	0	green	brown	few++two	2	0.4	gray	red	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19
373L46LKP65NJZ85QJNU6FUCNYIKJG	379Y3Z5FS57ZGSR7NV0XNMEFC8HT11	Language study	Give different one-word answers for saying the same thing.	language experiment study communication	$0.30	Thu May 01 08:55:10 PDT 2014	30	0	0	20	Reviewable	NotReviewed	1 condition	2400	259200	Sun May 04 08:55:10 PDT 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUCNYIKJG	34FNN24DCM8DIPGVVYPT2XL2TDGY5P	Submitted	Mon May 05 11:37:04 PDT 2014	Fri May 02 11:35:54 PDT 2014	Fri May 02 11:37:04 PDT 2014		NA	NA	NA	NA	1217	600	"Firefox"	5	"English"	"some+of+the+answers+I+gave+were+ones+I+would+never+say+%22zero+of+the+marbles...%22+"	"33"	"female"	two++some	2	0.4	black	yellow	four++most	4	0.8	purple	orange	none++zero	0	0	gray	red	one++few	1	0.2	green	brown	three++some	3	0.6	turquoise	pink	all++five	5	1	blue	red	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21
373L46LKP65NJZ85QJNU6FUCNYIKJG	379Y3Z5FS57ZGSR7NV0XNMEFC8HT11	Language study	Give different one-word answers for saying the same thing.	language experiment study communication	$0.30	Thu May 01 08:55:10 PDT 2014	30	0	0	20	Reviewable	NotReviewed	1 condition	2400	259200	Sun May 04 08:55:10 PDT 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUCNYIKJG	36DSNE9QZ5X9VAREEDKP1G65X4JJOS	Submitted	Mon May 05 12:43:44 PDT 2014	Fri May 02 12:34:53 PDT 2014	Fri May 02 12:43:44 PDT 2014		NA	NA	NA	NA	1299	600	"Explorer"	5	"english"	""	"53"	"female"	none++of++	0	0	blue	orange	all++five	5	1	turquoise	red	some++only%%one	1	0.2	gray	pink	two++some	2	0.4	purple	brown	most++some	4	0.8	black	red	three++many	3	0.6	green	yellow	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18
3NSM4HLQNQTQGPADYER0Z2I7013QQA	379Y3Z5FS57ZGSR7NV0XNMEFC8HT11	Language study	Give different one-word answers for saying the same thing.	language experiment study communication	$0.30	Sat May 03 09:28:42 PDT 2014	9	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Tue May 06 09:28:42 PDT 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3NSM4HLQNQTQGPADYER0Z2I7013QQA	3S06PH7KSR3BWWKLYF03MMYKZEGD1Z	Submitted	Tue May 06 09:31:25 PDT 2014	Sat May 03 09:29:39 PDT 2014	Sat May 03 09:31:25 PDT 2014		NA	NA	NA	NA	1234	600	"Chrome"	9	"english"	""	"28"	"female"	0++NONE++	0	0	green	pink	all++every%%one	9	1	gray	red	half++some	6	0.666666666666667	blue	brown	two++some	2	0.222222222222222	black	orange	a%%lot++most	7	0.777777777777778	purple	yellow	a%%lot++most	5	0.555555555555556	turquoise	red	some++half	4	0.444444444444444	pink	green	one++a%%little%%bit	1	0.111111111111111	red	gray	most++a%%lot	8	0.888888888888889	brown	blue	some++a%%little	3	0.333333333333333	orange	black	NA	NA	NA	NA	NA	31
3NSM4HLQNQTQGPADYER0Z2I7013QQA	379Y3Z5FS57ZGSR7NV0XNMEFC8HT11	Language study	Give different one-word answers for saying the same thing.	language experiment study communication	$0.30	Sat May 03 09:28:42 PDT 2014	9	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Tue May 06 09:28:42 PDT 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3NSM4HLQNQTQGPADYER0Z2I7013QQA	3KIBXJ1WD5T46UXWWYK12V6ICYNKO6	Submitted	Tue May 06 09:33:16 PDT 2014	Sat May 03 09:31:15 PDT 2014	Sat May 03 09:33:16 PDT 2014		NA	NA	NA	NA	1299	600	"Chrome"	9	"English"	""	"19"	"Male"	most++majority	8	0.888888888888889	gray	pink	some++few	2	0.222222222222222	purple	orange	all++everyone	9	1	black	yellow	half++some	5	0.555555555555556	turquoise	brown	most++alot	7	0.777777777777778	blue	red	few++couple	3	0.333333333333333	green	red	half++some	4	0.444444444444444	pink	gray	one++few	1	0.111111111111111	orange	purple	none++zero	0	0	yellow	black	most++seven	6	0.666666666666667	brown	turquoise	NA	NA	NA	NA	NA	8
3NSM4HLQNQTQGPADYER0Z2I7013QQA	379Y3Z5FS57ZGSR7NV0XNMEFC8HT11	Language study	Give different one-word answers for saying the same thing.	language experiment study communication	$0.30	Sat May 03 09:28:42 PDT 2014	9	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Tue May 06 09:28:42 PDT 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3NSM4HLQNQTQGPADYER0Z2I7013QQA	3OWEPKL089BYTUQ0CPVFJ11RG4IN7O	Submitted	Tue May 06 09:33:44 PDT 2014	Sat May 03 09:30:55 PDT 2014	Sat May 03 09:33:44 PDT 2014		NA	NA	NA	NA	1215	600	"Firefox"	9	"english"	""	"35"	"male"	most++some	7	0.777777777777778	green	orange	none++zero	0	0	black	red	one++few	1	0.111111111111111	turquoise	yellow	two++few	2	0.222222222222222	purple	pink	three++few	3	0.333333333333333	gray	brown	most++many	6	0.666666666666667	blue	red	some++four	4	0.444444444444444	orange	green	most++many	8	0.888888888888889	red	black	some++five	5	0.555555555555556	yellow	turquoise	all++nine	9	1	pink	purple	NA	NA	NA	NA	NA	35
3NSM4HLQNQTQGPADYER0Z2I7013QQA	379Y3Z5FS57ZGSR7NV0XNMEFC8HT11	Language study	Give different one-word answers for saying the same thing.	language experiment study communication	$0.30	Sat May 03 09:28:42 PDT 2014	9	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Tue May 06 09:28:42 PDT 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3NSM4HLQNQTQGPADYER0Z2I7013QQA	3DYGAII7PL782X7SO3HDNHNHL9BPQK	Submitted	Tue May 06 09:34:33 PDT 2014	Sat May 03 09:31:08 PDT 2014	Sat May 03 09:34:33 PDT 2014		NA	NA	NA	NA	1215	600	"Chrome"	9	"English"	""	"28"	"f"	Some++Two	2	0.222222222222222	turquoise	brown	Some++Four	4	0.444444444444444	black	orange	None++Zero	0	0	blue	red	Most++Some	6	0.666666666666667	gray	red	Most++Some	7	0.777777777777778	green	yellow	All++Nine	9	1	purple	pink	Three++Some	3	0.333333333333333	brown	turquoise	One++Some	1	0.111111111111111	orange	black	Most++Some	8	0.888888888888889	red	blue	Most++Some	5	0.555555555555556	red	gray	NA	NA	NA	NA	NA	36
3NSM4HLQNQTQGPADYER0Z2I7013QQA	379Y3Z5FS57ZGSR7NV0XNMEFC8HT11	Language study	Give different one-word answers for saying the same thing.	language experiment study communication	$0.30	Sat May 03 09:28:42 PDT 2014	9	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Tue May 06 09:28:42 PDT 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3NSM4HLQNQTQGPADYER0Z2I7013QQA	3I02618YA050UQE95C1IXIK6OUHPUP	Submitted	Tue May 06 09:34:42 PDT 2014	Sat May 03 09:31:36 PDT 2014	Sat May 03 09:34:42 PDT 2014		NA	NA	NA	NA	1299	600	"Chrome"	9	"English"	"In+some+instances+is+was+difficult+to+come+up+with+just+one+word"	"40"	"Female"	most++six	6	0.666666666666667	green	yellow	Seven++Many	7	0.777777777777778	gray	red	All++Nine	9	1	purple	red	Two++Few	2	0.222222222222222	black	pink	Most++Eight	8	0.888888888888889	blue	brown	All++None	0	0	turquoise	orange	Three++Some	3	0.333333333333333	yellow	green	One++Some	1	0.111111111111111	red	gray	Four++Some	4	0.444444444444444	red	purple	Five++Several	5	0.555555555555556	pink	black	NA	NA	NA	NA	NA	4
3NSM4HLQNQTQGPADYER0Z2I7013QQA	379Y3Z5FS57ZGSR7NV0XNMEFC8HT11	Language study	Give different one-word answers for saying the same thing.	language experiment study communication	$0.30	Sat May 03 09:28:42 PDT 2014	9	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Tue May 06 09:28:42 PDT 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3NSM4HLQNQTQGPADYER0Z2I7013QQA	384PI804XS0HRWILZMRS3G1AVPL0SE	Submitted	Tue May 06 09:35:47 PDT 2014	Sat May 03 09:33:20 PDT 2014	Sat May 03 09:35:47 PDT 2014		NA	NA	NA	NA	1682	895	"Firefox"	9	"english"	""	"28"	"male"	Eight++Nearly%%all++Most	8	0.888888888888889	turquoise	yellow	All++Nine	9	1	gray	orange	Four++Some	4	0.444444444444444	black	pink	One++Only%%one	1	0.111111111111111	blue	brown	Most++Seven	7	0.777777777777778	green	red	Six++Two-thirds	6	0.666666666666667	purple	red	Two++Some	2	0.222222222222222	yellow	turquoise	none++zero	0	0	orange	gray	most++five	5	0.555555555555556	pink	black	some++three	3	0.333333333333333	brown	blue	NA	NA	NA	NA	NA	23
3NSM4HLQNQTQGPADYER0Z2I7013QQA	379Y3Z5FS57ZGSR7NV0XNMEFC8HT11	Language study	Give different one-word answers for saying the same thing.	language experiment study communication	$0.30	Sat May 03 09:28:42 PDT 2014	9	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Tue May 06 09:28:42 PDT 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3NSM4HLQNQTQGPADYER0Z2I7013QQA	30LB5CDZNC9ES84ZUEL0Z9YDI4L0ZJ	Submitted	Tue May 06 09:38:28 PDT 2014	Sat May 03 09:33:49 PDT 2014	Sat May 03 09:38:28 PDT 2014		NA	NA	NA	NA	1067	600	"Firefox"	9	"english"	"Just+couldn't+think+of+anything+better+to+say...+"	"27"	"male"	Six++Many	6	0.666666666666667	green	brown	Three++Few	3	0.333333333333333	black	red	Five++Many	5	0.555555555555556	purple	yellow	Four++Some	4	0.444444444444444	blue	pink	None++Zero	0	0	turquoise	orange	All++Nine	9	1	gray	red	Two++Couple	2	0.222222222222222	brown	green	One++Few	1	0.111111111111111	red	black	Eight++Many	8	0.888888888888889	yellow	purple	Seven++Most	7	0.777777777777778	pink	blue	NA	NA	NA	NA	NA	39
3NSM4HLQNQTQGPADYER0Z2I7013QQA	379Y3Z5FS57ZGSR7NV0XNMEFC8HT11	Language study	Give different one-word answers for saying the same thing.	language experiment study communication	$0.30	Sat May 03 09:28:42 PDT 2014	9	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Tue May 06 09:28:42 PDT 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3NSM4HLQNQTQGPADYER0Z2I7013QQA	36U2A8VAG1YG081Y2LTZ4M4KQ8MYKV	Submitted	Tue May 06 09:42:12 PDT 2014	Sat May 03 09:39:33 PDT 2014	Sat May 03 09:42:12 PDT 2014		NA	NA	NA	NA	1526	600	"Chrome"	9	"English"	"I+thought+the+questions+would+be+about+strict+synonyms.++Context+would+matter+a+lot+among+the+choices+I+offered."	"59"	"male"	nine++most	1	0.111111111111111	blue	orange	most++five	5	0.555555555555556	green	red	seven++most	7	0.777777777777778	black	brown	three++few	3	0.333333333333333	gray	red	eight++most	8	0.888888888888889	purple	pink	none++zero	0	0	turquoise	yellow	two++some	2	0.222222222222222	orange	blue	most++six	6	0.666666666666667	red	green	some++four	4	0.444444444444444	brown	black	all++nine	9	1	red	gray	NA	NA	NA	NA	NA	10
3NSM4HLQNQTQGPADYER0Z2I7013QQA	379Y3Z5FS57ZGSR7NV0XNMEFC8HT11	Language study	Give different one-word answers for saying the same thing.	language experiment study communication	$0.30	Sat May 03 09:28:42 PDT 2014	9	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Tue May 06 09:28:42 PDT 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3NSM4HLQNQTQGPADYER0Z2I7013QQA	3ERMJ6L4DYRSBC500OGF6MCRBE87M8	Submitted	Tue May 06 09:52:35 PDT 2014	Sat May 03 09:30:34 PDT 2014	Sat May 03 09:52:35 PDT 2014		NA	NA	NA	NA	1039	543	"Chrome"	9	"english"	"easy+%2C+fun+study"	"37"	"female"	one++part	1	0.111111111111111	black	yellow	some++less	4	0.444444444444444	green	orange	two++few	2	0.222222222222222	turquoise	brown	most++many	8	0.888888888888889	purple	red	all++entirety	9	1	gray	red	three++some	3	0.333333333333333	blue	pink	most++many	7	0.777777777777778	yellow	black	most++some	5	0.555555555555556	orange	green	none++zero	0	0	brown	turquoise	most++many	6	0.666666666666667	red	purple	NA	NA	NA	NA	NA	20
